startup_name,angel,startup_industry,region,startup_location,total_participation_in_percent,birthdate,count
Avoid Murphy Products GmbH,First_Solid_Capital_GmbH_mit_Sitz_in_Hamburg,software,hamburg,hamburg,11.995,1963-06-23 0:00:00,1
Hexflow GmbH,WT_Projekt_GmbH,logistics,cologne,großenwiehe,1.376869628,1950-02-23 0:00:00,1
Visotec GmbH,Ralph_Müller,medicine_biotech,frankfurt,lübeck,2.009466667,1971-05-19 0:00:00,1
SemiMod UG (haftungsbeschränkt),Ocean_Peak_Asset_Management_GmbH,industry,international,dresden,38.96,1967-11-14 0:00:00,1
SmartDecon GmbH,Nicolas_Agustin_Cepeda,environmental_technology,international,haren (ems),2.321,1984-07-01 0:00:00,1
SmartDecon GmbH,Beta_Quadrat_UG_(haftungsbeschränkt),environmental_technology,frankfurt,haren (ems),1.115,,1
Moojo GmbH,Rolf_Schrömogens,insurance,cologne,berlin,5.0408,1976-06-02 0:00:00,1
Airless Fashion GmbH,Sebastian_Burian,ecommerce,berlin,berlin,5.37675,1974-02-10 0:00:00,1
Airless Fashion GmbH,eNugget_Ventures_UG_(haftungsbeschränkt),ecommerce,berlin,berlin,1.4479,1984-08-19 0:00:00,1
wertfaktor Immobilien GmbH,Hunaja_Capital_GmbH,real_estate,berlin,hamburg,0.3186,1983-03-05 0:00:00,1
camperliebe GmbH,Hanse_Ventures_BSJ_GmbH,tourism,hamburg,bernau bei berlin,18.15857143,1982-10-03 0:00:00,1
camperliebe GmbH,Investico_GmbH,tourism,hamburg,bernau bei berlin,1.25905,1966-10-19 0:00:00,1
Regiobuy UG (haftungsbeschränkt),Kodama_UG_(haftungsbeschränkt),ecommerce,berlin,hohenmölsen,38.15333333,1974-09-06 0:00:00,1
Food Lounge GmbH,Maximilian_Messing_Ventures_UG_(haftungsbeschränkt),food,cologne,frankfurt am main,16.695,,1
GOLFLEADS GmbH,WOLFMAN.ONE_GmbH,tourism,stuttgart,köln,2.523333333,1960-10-11 0:00:00,1
nirgend GmbH,NW_Investments_UG_(haftungsbeschränkt),service,berlin,bayreuth,1.68,1994-11-03 0:00:00,1
SafeNow GmbH,Janoodle_GmbH,hardware,berlin,münchen,0.45,1977-03-14 0:00:00,1
Alaiko GmbH,Mark_Mailänder,logistics,stuttgart,münchen,0.625,1975-07-16 0:00:00,1
GetMomo Financial GmbH,Rotenfels_Verwaltung_GmbH_mit_Sitz_in_Traisen,finance,frankfurt,berlin,14.47,1981-06-22 0:00:00,1
Gaia Sustainable Concept UG (haftungsbeschränkt),Dr._Patricio_Lopez,ecommerce,berlin,hamburg,25.011,1970-08-31 0:00:00,1
SEA ME GmbH,Agata_Chudzinska,ecommerce,international,hamburg,4.0,1992-06-16 0:00:00,1
LOCATA Analytics GmbH,Hannes_Borst,real_estate,other,köln,7.0,1992-07-27 0:00:00,1
LOCATA Analytics GmbH,Dr._von_Stryk_Consulting_&_Holding_UG_(haftungsbeschränkt),real_estate,international,köln,9.855,,1
Navitect Bio GmbH,Yixin_Zhang_Ventures_UG_(haftungsbeschränkt),medicine_biotech,other,heidelberg,11.2535,1972-04-24 0:00:00,1
digiblue GmbH,Future_Prop_UG_(haftungsbeschränkt),software,berlin,köln,0.9133333333,1987-07-31 0:00:00,1
AutLay - Automatisches Layout GmbH,Daniel_David_Schäfer,software,mannheim,köln,38.0,1986-06-21 0:00:00,1
AutLay - Automatisches Layout GmbH,Modular_UG_(haftungsbeschränkt)_AG,software,berlin,köln,1.173333333,1985-10-22 0:00:00,1
AutLay - Automatisches Layout GmbH,Johannes_Hötter_Holding_UG_(haftungsbeschränkt),software,berlin,köln,67.0,1998-01-03 0:00:00,1
BELLISSY Deutschland GmbH,Richmond_&_Barnes_GmbH_mit_Sitz_in_München,ecommerce,munich,offenbach am main,4.615,1967-07-10 0:00:00,1
welearn GmbH,Philipp_Schneider,sports,other,hamburg,26.002,1978-08-14 0:00:00,1
Sleep Tech GmbH,Gibuauja_Beteiligungs_GmbH,hardware,other,hamburg,11.2863,1953-09-25 0:00:00,1
Sleep Tech GmbH,MTF_Investment_GmbH,hardware,berlin,hamburg,5.15,1962-05-21 0:00:00,1
Alle Leben GmbH,FEP_Frankfurt_Equitypartner_GmbH,food,frankfurt,darmstadt,7.676233333,1965-10-03 0:00:00,1
Alle Leben GmbH,Kreutzpointner_Holding_GmbH,food,other,darmstadt,15.0,1966-09-14 0:00:00,1
Arcware GmbH,ice_capital_UG_(haftungsbeschränkt),software,other,münchen,19.14,1986-07-22 0:00:00,1
TLG Health GmbH,Mauerkatze_UG_(haftungsbeschränkt),medicine_biotech,berlin,hamburg,1.226,1982-01-13 0:00:00,1
Tapline UG (haftungsbeschränkt),rf-ventures_GmbH_&_Co._KG,finance,other,berlin,6.195,1955-03-01 0:00:00,1
Empirio UG (haftungsbeschränkt),Benjamin_Günther_Invest_GmbH,software,munich,hameln,4.854951456,1983-11-03 0:00:00,1
10er Karte GmbH,Mindful_Investments_UG_(haftungsbeschränkt)_AG_Wuppertal,finance,cologne,karlsruhe,37.75,1967-07-15 0:00:00,1
eze.network GmbH,make_a_startup_GmbH,mobility,berlin,münchen,4.393333333,1981-06-15 0:00:00,1
kompensio UG (haftungsbeschränkt),NK_Ventures_UG_(haftungsbeschränkt),staffing,berlin,mannheim,42.6252,1987-12-08 0:00:00,1
Rhenlic GmbH,PASCAL_RIMBACH,hardware,cologne,augsburg,0.6,1985-10-10 0:00:00,1
Rhenlic GmbH,Bluelife_GmbH_AG,hardware,munich,augsburg,50.0,1982-04-10 0:00:00,1
Rhenlic GmbH,Deportivo_Consulting_GmbH,hardware,hamburg,augsburg,25.665,1970-02-19 0:00:00,1
smartbax GmbH,J._B._Projects_GmbH,medicine_biotech,other,münchen,24.2806,1983-10-14 0:00:00,1
Triviar Education GmbH,Valluga_Capital_GmbH,education,munich,hamburg,0.45,1976-11-20 0:00:00,1
SYNCED GmbH,Pallua_Beteiligungen_UG_(haftungsbeschränkt),hardware,munich,hamburg,6.0436,1988-12-22 0:00:00,1
SYNCED GmbH,Vitokrates_UG_(haftungsbeschränkt)Vitokrates_UG_(haftungsbeschränkt),hardware,munich,hamburg,35.85,1986-05-30 0:00:00,1
elfolion GmbH,PNY_Ventures_GmbH,industry,berlin,quedlinburg,0.5985,1976-10-27 0:00:00,1
Wunderproducts GmbH,MSG_Consulting_GmbH,food,munich,berlin,22.5,1962-08-13 0:00:00,1
TCG-Vault GmbH,Stefan_Rühling_Capital_GmbH_AG_Würzburg,gaming,other,simmelsdorf,0.5642,1958-11-02 0:00:00,1
Ebenbuild GmbH,MTec_Holding_GmbH,medicine_biotech,stuttgart,münchen,10.27045592,1969-02-06 0:00:00,1
wirfliegendrohne.de GmbH,Alexander_Vogt,construction,international,dortmund,6.24985,1969-11-04 0:00:00,1
XT Xia Tea GmbH,Carsten_Eggers_Verwaltungs_GmbH,food,berlin,berlin,21.165,1973-07-29 0:00:00,1
Colorimetrix GmbH,Kutzner_Ventures_UG_(haftungsbeschränkt),software,berlin,münchen,0.82,1974-09-20 0:00:00,1
Hyconnect GmbH,INOMO_GmbH,industry,stuttgart,hamburg,27.0,1965-06-03 0:00:00,1
Anthrobotics GmbH,newberry_Beteiligungs_GmbH,hardware,stuttgart,berlin,15.39066667,1966-04-10 0:00:00,1
Co-Tasker GmbH,Patrick_Rose,service,hamburg,berlin,17.015,1988-11-16 0:00:00,1
Specter Smith UG (haftungsbeschränkt),Sebastian_Prödl,software,international,berlin,3.205,1987-06-21 0:00:00,1
350PPM Biotech GmbH,Wessel_Management_GmbH,environmental_technology,munich,hamburg,11.04,,1
UMH Systems GmbH,Jan-Nicolas_Zaabe_UG_(haftungsbeschränkt),industry,cologne,aachen,19.875,1990-02-19 0:00:00,1
mipart GmbH,Osorno_Capital_GmbH,industry,berlin,weiden i.d.opf,0.495,1975-12-24 0:00:00,1
mipart GmbH,Impulsio_Ventures_GmbH,industry,international,weiden i.d.opf,8.485,1964-06-11 0:00:00,1
myterial GmbH,Micha_Hernandez_van_Leuffen,construction,international,münchen,0.175,1979-11-24 0:00:00,1
CCEX Cloud Commodities Exchange GmbH,Micky_Invest_UG_(haftungsbeschränkt),software,munich,frankfurt am main,2.255733333,1988-09-26 0:00:00,1
smallstack GmbH,Mercutio_GmbH_Berlin,software,berlin,münchen,1.546,1979-07-18 0:00:00,1
Panazee GmbH,Peter_König,medicine_biotech,other,simmelsdorf,2.502,1961-03-22 0:00:00,1
GA. Digital GmbH,MLA_Capital_UG_(haftungsbeschränkt),service,berlin,salching,9.166,1993-05-28 0:00:00,1
CUDA GmbH,Michael_W._Schwetje,service,cologne,pullach i.isartal,4.1015,1967-03-30 0:00:00,1
IIoT Use Case GmbH,Jonnielias_Beteiligungsgesellschaft_mbH,service,hamburg,berlin,2.62435,1973-04-16 0:00:00,1
MVPF Technologies GmbH,stroman.rocks_GmbH,service,cologne,berlin,3.30555,1980-01-04 0:00:00,1
Vertrical GmbH,Gocki_Ventures_GmbH_AG_Charlottenburg,service,berlin,münchen,45.1878,1984-02-23 0:00:00,1
Modern Me GmbH,JAS_Investments_GmbH,medicine_biotech,berlin,düsseldorf,0.24135,1986-11-14 0:00:00,1
Angelize Program GmbH,Ralph_Lägel,finance,berlin,berlin,0.97295,1964-01-06 0:00:00,1
Papas Shorts GmbH,Prof._Dr._Gunter_Dueck,ecommerce,frankfurt,berlin,1.3852,1951-12-09 0:00:00,1
Predictive Financing GmbH,MROTHE_HOLDING_GmbH,finance,other,lahr,94.5,1988-05-27 0:00:00,1
TerraTechHolding UG (haftungsbeschränkt),JAA_Ventures_GmbH,software,mannheim,kronberg im taunus,27.97666667,1985-04-23 0:00:00,1
bionero GmbH,Tomas_Jäger,ecommerce,frankfurt,thurnau,50.0,1997-09-23 0:00:00,1
AHEAD Systems GmbH,miventure_UG_(haftungsbeschränkt),education,cologne,karlsruhe,17.552,1987-10-26 0:00:00,1
Makula Technology GmbH,TW_Holding_Group_UG_(haftungsbeschränkt),industry,stuttgart,berlin,19.43333333,1984-10-31 0:00:00,1
REK Innovation GmbH,Kelly_Neal_Ford,industry,berlin,münchen,0.616,1967-05-24 0:00:00,1
Instawerk GmbH,Prof._Dr._Frank_Fitzek,industry,berlin,stuttgart,13.31246667,1971-10-05 0:00:00,1
mbiomics GmbH,Michael_Busch,hardware,hamburg,münchen,6.444433333,1957-06-06 0:00:00,1
Farmerscent GmbH,Andreas_Kersten_Beteiligungsgesellschaft_mbH,agriculture,cologne,osnabrück,3.582666667,1964-11-10 0:00:00,1
Farmer.Digital GmbH,"Prof._Dr._Alexander_Grossmann,_Putbus",agriculture,other,osterrönfeld,58.35,1967-10-22 0:00:00,1
TIOLI GmbH,Schünemann_Ventures_UG_(haftungsbeschränkt),food,berlin,braunschweig,10.9347,1985-03-28 0:00:00,1
TalentBait GmbH,Sundowner_Ventures_GmbH,staffing,berlin,hamburg,20.65,1979-12-11 0:00:00,1
Gaudy Foods GmbH,Miyamax_Beteiligungsgesellschaft_mbH,food,other,berlin,18.68165,1968-12-30 0:00:00,1
PFABO GmbH,Happy_&_Fresh_Beratungs-_und_Beteiligungsgesellschaft_mbH,food,other,wildau,8.5,1978-10-27 0:00:00,1
Power I.D. GmbH,Schacht_Ventures_UG_(haftungsbeschränkt)_AG,service,hamburg,stuttgart,28.75,1989-01-10 0:00:00,1
Power I.D. GmbH,BB_Beteiligungsgesellschaft_UG_Heilbronn,service,stuttgart,stuttgart,0.0,1964-02-23 0:00:00,1
hier foods GmbH,Alexander_Runge,food,cologne,berlin,34.5,1985-03-21 0:00:00,1
Neurogold GmbH,Feld_Street_Capital_GmbH,ecommerce,frankfurt,berlin,18.175,1987-10-27 0:00:00,1
Social Moms GmbH,Attic_9_Beteiligungen_UG_(haftungsbeschränkt),media,munich,berlin,37.5,1997-03-02 0:00:00,1
Carealytix Digital Health GmbH,Bochum_Ventures_GmbH,medicine_biotech,cologne,valley,26.0174375,1985-02-05 0:00:00,1
4less GmbH,phm_equity_GmbH,finance,berlin,hamburg,1.1759,1984-01-10 0:00:00,1
Vaccinvent GmbH,Sunrise_Ventures_UG_(haftungsbeschränkt),medicine_biotech,other,freiburg im breisgau,2.675,1991-03-30 0:00:00,1
mHERO GmbH,Michael_Schmitt,gaming,berlin,dresden,25.05077517,1972-11-19 0:00:00,1
mHERO GmbH,Schiabo_UG_(haftungsbeschränkt),gaming,munich,dresden,15.00199995,1990-01-21 0:00:00,1
DigitalHealth Technology GmbH,JJE_Invest_GmbH,medicine_biotech,berlin,köln,11.865,1973-05-08 0:00:00,1
DeFining Capital GmbH,Grenion_GmbH,finance,frankfurt,hamburg,40.58,1990-05-21 0:00:00,1
Curexsys GmbH,Michael_Schrezenmaier,medicine_biotech,berlin,göttingen,0.236275,1982-03-25 0:00:00,1
Trusted Music UG (haftungsbeschränkt),Dr._Dominik_Wanner,media,international,köln,12.3446,1976-12-10 0:00:00,1
Crew Gel GmbH,Dr._Holger_Sprengel,sports,other,hamburg,32.81,1970-12-23 0:00:00,1
Mixups! GmbH,Akquinova_GmbH,gaming,berlin,hohenbrunn/ riemerling,7.75,1972-07-08 0:00:00,1
Facemurphy UG (haftungsbeschränkt),Delta-Invest_GmbH,software,berlin,hannover,5.860633333,1987-06-13 0:00:00,1
TRAKKTIVE UG (haftungsbeschränkt),OMA_Ventures_GmbH,sports,munich,köln,0.08055,1982-06-17 0:00:00,1
VESTUR UG (haftungsbeschränkt),Settels_Ventures_UG_(haftungsbeschränkt),software,berlin,leonberg,9.035,,1
cloudstock GmbH,Birken_Invest_UG_(haftungsbeschränkt),ecommerce,berlin,hamburg,0.6,1982-01-07 0:00:00,1
ECO₂NOMY GmbH,SGLB_Beteiligungs_&_Beratungsgesellschaft_mbH,real_estate,hamburg,stuttgart,1.72881858,1961-05-13 0:00:00,1
Recrudo GmbH,ALLUTI_GmbH,staffing,munich,köln,2.636859368,1962-08-28 0:00:00,1
KT Karlsruhe Technologies GmbH,Thomas_Maximilian_Ziegler,industry,berlin,karlsruhe,25.65,1960-05-18 0:00:00,1
Meet My Mates GmbH,Felix_Frohn-Bernau,software,munich,darmstadt,2.75115,1968-11-26 0:00:00,1
Additive Space GmbH,Tom_Christoph_Haltenhof,industry,berlin,neusäß,15.0,1986-01-15 0:00:00,1
HAT.tec GmbH,P&S_Investments_GmbH,industry,cologne,gilching,13.47666667,1959-07-11 0:00:00,1
Zwopr GmbH,Athene_UG_(haftungsbeschränkt),software,frankfurt,münchen,75.0,1982-12-09 0:00:00,1
CERTAIN GmbH,IsoPart_Trading_GmbH,industry,cologne,nordhorn,10.0,1969-09-24 0:00:00,1
ensun GmbH,Michèle_Frey-Hilti,software,international,siegen,4.0831,1987-10-03 0:00:00,1
Escarda Technologies GmbH,Jackson_Bond_Holding_GmbH,agriculture,berlin,berlin,1.6961,1968-08-03 0:00:00,1
runamics GmbH,Dr._Rouven-B._Wiegard,sports,other,kirchlinteln,37.5,1980-11-04 0:00:00,1
oohlemon GmbH,Felix_Haas_Beteiligungsgesellschaft_mbH,advertising,munich,schwäbisch gmünd,5.401933333,1981-08-29 0:00:00,1
FoodBusiness.Digital GmbH,FAMe_Invest_&_Management_GmbH,food,munich,kiel,4.485,1965-11-13 0:00:00,1
Commercial Excellence GmbH,BESTO_GmbH,advertising,stuttgart,berlin,26.00284645,1969-04-19 0:00:00,1
ImmunometriX UG (haftungsbeschränkt),Jan_Philipp_Harries,medicine_biotech,cologne,berlin,10.0,1986-04-30 0:00:00,1
Frida & Fritz GmbH,Storming_Invest_GmbH,food,stuttgart,grafing b.münchen,15.88335,1991-09-20 0:00:00,1
Refurbio GmbH,Wald_und_Wiese_Holding_GmbH,ecommerce,hamburg,berlin,5.72,1947-06-08 0:00:00,1
Rosental Organics GmbH,STEFAN_SCHMÖLZ,ecommerce,munich,mannheim,0.62,1973-01-17 0:00:00,1
Rosental Organics GmbH,HGVL_Beteiligungen_GmbH,ecommerce,berlin,mannheim,0.365,1962-07-09 0:00:00,1
ANTICIPATE GmbH,Stoß_Beteiligungen_UG_(haftungsbeschränkt),industry,other,aachen,8.9078,,1
Trisor GmbH,HR_Pioneers_Beteiligungs_GmbH,logistics,cologne,berlin,1.45,1977-01-31 0:00:00,1
SCARAB Business Intelligence GmbH,Michael_Kern,ecommerce,international,heidelberg,7.00515,1955-07-16 0:00:00,1
My Good Beauty GmbH,Dr._Hans_Albrecht,ecommerce,munich,mannheim,9.175,1955-03-19 0:00:00,1
My Good Beauty GmbH,Tengri_Ventures_UG_(haftungsbeschränkt),ecommerce,munich,mannheim,2.4,,1
My Good Beauty GmbH,Boomerang_Investments_GmbH,ecommerce,berlin,mannheim,10.355,1988-04-01 0:00:00,1
Wallary GmbH,Akribie_nobel_Aktiengesellschaft,media,frankfurt,münchen,2.64,1979-04-05 0:00:00,1
Asvin GmbH,NAD_Consulting_GmbH,industry,stuttgart,stuttgart,12.501,1970-01-08 0:00:00,1
VIMETRA GmbH,ATRANDA_UG_(haftungsbeschränkt),medicine_biotech,stuttgart,grafschaft-lantershofen,14.3,1990-06-05 0:00:00,1
DEOXY GmbH,Gröger_Beteiligungen_GmbH,medicine_biotech,stuttgart,münchen,74.5,1986-01-10 0:00:00,1
Vitomy UG (haftungsbeschränkt),WCap_GmbH,medicine_biotech,munich,münchen,12.55,1983-06-25 0:00:00,1
Vorsorge One GmbH,M-TRIBES_GmbH,medicine_biotech,hamburg,hannover,6.945,1991-07-23 0:00:00,1
Granny Vision GmbH,Philipp_Weber_UG_(haftungsbeschränkt)_mit_dem_Sitz_in_Wallerfing_(Amtsgericht_Deggendorf_-_HRB_5007),medicine_biotech,international,münchen,17.525,,1
iBOSS GmbH,Bugowics_Industries_GmbH,mobility,leipzig,aachen,4.3922,1972-03-17 0:00:00,1
LUVIS AI GmbH,Headstart_Ventures_Unternehmergesellschaft_(haftungsbeschränkt),software,berlin,hamburg,0.239925,1984-10-06 0:00:00,1
Newbility GmbH,Hintermair_UG_(haftungsbeschränkt),mobility,hamburg,tettnang,2.0,1983-01-03 0:00:00,1
Smartricity GmbH,Alamak_GmbH,ecommerce,cologne,passau,22.235,1977-01-03 0:00:00,1
CT-Limousinen Service GmbH,Aqoya_GmbH,mobility,cologne,bremerhaven,13.07233333,1983-08-24 0:00:00,1
CT-Limousinen Service GmbH,ID_Ventures_GmbH,mobility,munich,bremerhaven,11.555,,1
flowdrive GmbH,AVOVA_Holding_GmbH,mobility,berlin,heilbronn,0.8333333333,1977-08-17 0:00:00,1
CREWlife Holding GmbH,Rho_Holding_UG_(haftungsbeschränkt),staffing,berlin,berlin,1.332,1988-08-23 0:00:00,1
Collego GmbH,Air_s.Pace_GmbH,staffing,cologne,münchen,0.002,1988-01-07 0:00:00,1
Chargeback24 GmbH,Force_Ventures_AG,legal_consulting,berlin,stuttgart,15.1186,1975-03-01 0:00:00,1
FJU GmbH,Fermat_Beteiligungs_Unternehmergesellschaft_(haftungsbeschränkt),food,other,hatten,37.5,1985-02-21 0:00:00,1
codelane GmbH,GG_INVEST_Vermögensverwaltungsgesellschaft_mbH,software,cologne,unna,69.99985,1992-07-26 0:00:00,1
HllVE UG (haftungsbeschränkt),T.A.R._Equity_GmbH,agriculture,other,teltow,93.75,1971-02-12 0:00:00,1
intyme GmbH,Christian_Hirsch,software,other,maintal,18.75,1988-10-01 0:00:00,1
DialogShift GmbH,"Müller,_Jan_Herold",software,other,berlin,63.33,1976-02-19 0:00:00,1
Deepcorr GmbH,Ey_Ventures_GmbH,software,other,hemmingen,24.275,1973-03-28 0:00:00,1
Capsify GmbH,Avenhouse_UG_(haftungsbeschränkt),food,berlin,berlin,24.155,1981-11-23 0:00:00,1
detective.solutions GmbH,Jaa_Ventures_GmbH_mit_dem_Sitz_in_St._Leon-Rot,software,mannheim,düsseldorf,61.625,1985-04-12 0:00:00,1
alorio GmbH,FS_Ventures_GmbH,software,munich,kabelsketal ot dölbau,22.71666667,1983-08-20 0:00:00,1
alorio GmbH,BPon_UG_(haftungsbeschränkt),software,berlin,kabelsketal ot dölbau,1.1395,1973-02-05 0:00:00,1
pitch !t UG (haftungsbeschränkt),Bruemmer_Digital_Ventures_GmbH,software,frankfurt,friedberg (hessen),73.8095,1983-09-15 0:00:00,1
doinstruct Software GmbH,RONALD_STEFAN_HOPPMANN,staffing,hamburg,osnabrück,0.67,1971-05-18 0:00:00,1
Iteration One GmbH,Michael_Bergmann,software,berlin,karlsruhe,13.785,1962-03-25 0:00:00,1
SpeedVille Digital GmbH,NP_Projects_GmbH,sports,other,köln,0.1733333333,1990-01-29 0:00:00,1
Unifai GmbH,Quovabiz_GmbH,tourism,cologne,grünwald,0.7859,1978-01-23 0:00:00,1
Univents GmbH,Marcel_Hunfeld_Ventures_UG_(haftungsbeschränkt)_mit_Sitz_in_Dörpen,tourism,hamburg,marbach am neckar,27.0,1997-06-26 0:00:00,1
Airsiders GmbH,Dr._Michael_Aigner,tourism,mannheim,berlin,5.7,1973-12-21 0:00:00,1
Circleback GmbH,MAYD_Group_Trust_UG_(haftungsbeschränkt)_AG_Charlottenburg,environmental_technology,berlin,berlin,9.6614,1988-03-18 0:00:00,1
Elgio UG (haftungsbeschränkt),MARCUS_HERMANN_MÜLLER-HANSCHMANN,software,frankfurt,bonn,0.37,1988-01-06 0:00:00,1
Perla Health GmbH,IP_Innovations_GmbH,ecommerce,other,berlin,5.91,1978-01-05 0:00:00,1
Adrop GmbH,Nursia_GmbH,ecommerce,munich,berlin,5.294,1979-01-04 0:00:00,1
fible GmbH,RM_Beteiligungs-GmbH,tourism,other,marktoberdorf,7.25,1954-05-18 0:00:00,1
Bimyo GmbH,Max_Bauermeister,medicine_biotech,berlin,düsseldorf,12.9546,1986-02-19 0:00:00,1
TIF - The Impact Farm GmbH,Gaibian_GmbH,service,munich,berlin,21.175,1968-10-11 0:00:00,1
Leek & Ribs Games UG (haftungsbeschränkt),Alexander_Götz,gaming,stuttgart,lübeck,18.835,1969-07-23 0:00:00,1
Keep Cool Icetrade München GmbH,Raylytic_GmbH,ecommerce,stuttgart,münchen,36.95,1971-02-13 0:00:00,1
SMAHO GmbH,transloid_GmbH,ecommerce,frankfurt,münchen,7.58,1973-02-02 0:00:00,1
HyPro-Innovations GmbH,shepa_GmbH,ecommerce,berlin,ehningen,19.65,1970-03-08 0:00:00,1
ShoeFitter GmbH,KM_596_GmbH,ecommerce,cologne,konstanz,19.71444,1980-02-11 0:00:00,1
Winterscheidt GmbH & Co. KG,Oyfri_GmbH,ecommerce,berlin,wesseling,0.17775,1984-01-19 0:00:00,1
JMC Footwear GmbH,huesmann_Punkt_GmbH,ecommerce,other,münchen,0.1533333333,1991-04-04 0:00:00,1
CREED Sleep Systems GmbH,Dr._Jochen_Meyer,ecommerce,other,köln,26.21951,1984-05-01 0:00:00,1
XaaSfarm GmbH,Karberg_Ventures_UG_(haftungsbeschränkt),software,international,münchen,42.44333333,1989-02-21 0:00:00,1
ISVapp GmbH,Nexus_Investments_GmbH,software,berlin,münchen,0.3307,1964-05-31 0:00:00,1
promejo GmbH,Christoph_Cordes,staffing,stuttgart,ratingen,0.1609666667,1979-07-05 0:00:00,1
ForestGum GmbH,Andreas_Baumann_(Deutschland),food,other,köln,50.00165,1946-03-11 0:00:00,1
fyrfeed GmbH,Vides_Holding_GmbH,advertising,berlin,berlin,0.35,1996-12-28 0:00:00,1
Elara Digital GmbH,Rothlehner_Beteiligungen_UG_(haftungsbeschränkt),industry,berlin,berlin,1.1729179,1987-04-29 0:00:00,1
Sysmagine GmbH,Midi_Ventures_GmbH,software,berlin,heidelberg,8.6857,1981-09-01 0:00:00,1
Einfach zum Angebot GmbH,Piotr_Swiatek_Brzezinski,service,international,münchen,18.55,1985-05-15 0:00:00,1
Unlock Nature UG (haftungsbeschränkt),Invisible_AG,food,hamburg,grünwald,17.22165,1970-06-20 0:00:00,1
TecIntelli GmbH,PE_Beteiligungen_GmbH,service,other,stuttgart,2.527633333,1981-11-10 0:00:00,1
TecIntelli GmbH,fme_Unternehmensbeteiligungen_GmbH,service,munich,stuttgart,1.415,1982-01-27 0:00:00,1
Knister GmbH,FS_Holding_GmbH,ecommerce,other,münchen,56.665,1965-05-04 0:00:00,1
MXC Foundation gGmbH,CZ_Investment_UG_(haftungsbeschränkt),blockchain_crypto,munich,berlin,0.2861,1961-12-29 0:00:00,1
Couch Gourmet GmbH,Bronk_Venture_Capital_GmbH,food,cologne,münchen,315.585,1996-05-04 0:00:00,1
iMRail Technology GmbH,ValueCap_GmbH,mobility,other,menden,3.8507,1969-05-02 0:00:00,1
smirror GmbH,Zoeller_invest_UG_(haftungsbeschränkt),hardware,frankfurt,köln,3.7472,1992-06-06 0:00:00,1
FUSE Dating UG (haftungsbeschränkt),"Junglas,_Sven",software,berlin,berlin,35.0,1990-04-24 0:00:00,1
SMAVOO GmbH,"Nowak,_Walter",hardware,munich,hemmingen,11.25,1976-10-04 0:00:00,1
bel.guard GmbH,"Schulze,_Jörn-Christian",industry,cologne,berlin,1.55,1972-11-20 0:00:00,1
BCTSL & Services GmbH,Atlas_Tech_UG_(haftungsbeschränkt),blockchain_crypto,berlin,karlsruhe,42.646,1991-10-15 0:00:00,1
Growify GmbH,Spree_Eternity_GmbH,staffing,berlin,berlin,1.1759,1974-06-28 0:00:00,1
Pastalab UG (haftungsbeschränkt),Dib_GmbH,service,cologne,göttingen,46.68655,1988-01-18 0:00:00,1
EXPERTRY GmbH,Rose_Mountain_GmbH,staffing,frankfurt,ulm,5.0008,1991-05-19 0:00:00,1
Communicate2Integrate GmbH,Frost_Holding_GmbH,software,other,garching b.münchen,37.15,1969-05-02 0:00:00,1
Omiqa Bioinformatics GmbH,Alper_Akcan,medicine_biotech,international,berlin,3.70515,1976-03-19 0:00:00,1
ALMA PHIL GmbH,GridHub_GmbH_AG_Charlottenburg,medicine_biotech,berlin,münchen,4.0786,1943-05-11 0:00:00,1
COLOR JACK GmbH,Dr._Thomas_Ecker,software,hamburg,augsburg,8.7806,1971-04-16 0:00:00,1
HY STUDIO GmbH,Stuehler_Ventures_GmbH,medicine_biotech,other,berlin,0.20815,1985-02-27 0:00:00,1
CONNECT Mobility GmbH,Fabiola_Hochkirchen,mobility,berlin,erlangen,0.4025,1978-07-10 0:00:00,1
Dgree Education Technologies GmbH,Swanlake_Management_GmbH,staffing,munich,essen,5.615,1971-01-22 0:00:00,1
OpenVendor UG (haftungsbeschränkt),ueGei_Capital_UG_(haftungsbeschränkt),staffing,berlin,dresden,0.145,1982-05-06 0:00:00,1
PXR Tech GmbH,Advantum_Ventures_GmbH,legal_consulting,hamburg,berlin,11.60666667,2000-08-18 0:00:00,1
BatteryCloud UG (haftungsbeschränkt),HB_Investments_UG_(haftungsbeschränkt),energy,munich,oberhausen,16.85333333,1983-11-13 0:00:00,1
hugsandplugs GmbH,Assheuer_Entwicklungsgesellschaft_mbH,real_estate,other,hamburg,17.05165,,1
justairtech GmbH,JOKALOU_Unternehmensbeteiligungen_GmbH,environmental_technology,munich,münchen,1.675,1958-07-12 0:00:00,1
SCIENCIA GmbH,Dr._Hubert_Anton_Jäger,ecommerce,munich,karlsruhe,35.26,1966-05-09 0:00:00,1
KitchenAdvisor GmbH,Mathias_Alt,ecommerce,other,hamburg,37.5,1965-09-04 0:00:00,1
FARMCYCLE GmbH,Tiger_Soft_GmbH,agriculture,berlin,bremen,34.4873,1984-11-23 0:00:00,1
FARMCYCLE GmbH,DR._ALFRED_HEINRICH_GEORG_SPIEKER,agriculture,other,bremen,0.685,1965-03-23 0:00:00,1
Bergtuch GmbH,Michael_Schäfer,ecommerce,other,sonthofen,41.665,1988-09-12 0:00:00,1
Dermagreen GmbH,"Rosenberger,_Johannes_Jakob",ecommerce,other,bremen,7.869,1987-11-10 0:00:00,1
